GeneSymbol,MedianRank,N_Datasets,Up_Count,Down_Count,Direction,AllRanks
NF2,-0.9130617170923234,4,0,4,Down,"-0.01,-1.12,-3.44,-0.71"
FAM96B,-0.9131944681926437,3,1,2,Down,"-0.91,-1.57,3.22"
GNRHR,-0.9132750842832046,3,1,2,Down,"0.04,-1.70,-0.91"
PNPO,-0.9134246081214541,4,0,4,Down,"-1.09,-3.92,-0.69,-0.74"
SUCLG1,-0.913462585244807,4,0,4,Down,"-1.54,-1.93,-0.28,-0.04"
YWHAG,-0.9137280906251013,4,1,3,Down,"-0.50,4.31,-3.60,-1.33"
CEACAM11,-0.9138718937998177,2,0,2,Down,"-0.66,-1.17"
PFAS,-0.9139245926735419,4,1,3,Down,"-0.63,-1.34,2.07,-1.20"
TMEM183A,-0.9141164191725792,4,0,4,Down,"-0.60,-0.09,-4.03,-1.22"
PKP4,-0.9142808286891166,4,1,3,Down,"-2.95,-0.34,-1.48,2.49"
PCCB,-0.9148347284312535,4,1,3,Down,"-1.91,-0.56,3.46,-1.27"
SGCB,-0.9152232059477378,4,0,4,Down,"-0.14,-0.21,-1.62,-1.80"
DOHH,-0.9161032699412723,4,1,3,Down,"-1.80,-0.04,-2.79,0.57"
ETV4,-0.9165292739290872,4,2,2,Down,"0.14,0.53,-3.03,-1.97"
IGG-2A,-0.9171710283374197,2,1,1,Down,"-1.87,0.04"
OXNAD1,-0.9172191408687341,4,1,3,Down,"-0.26,-5.41,-1.57,3.55"
LOC102550352,-0.9177719289135978,2,0,2,Down,"-1.70,-0.14"
PRKAG1,-0.9182274379191431,4,1,3,Down,"-0.24,0.56,-2.43,-1.60"
CLGN,-0.9188354038249142,2,0,2,Down,"-1.15,-0.69"
RPS25,-0.9188725552927139,2,0,2,Down,"-0.14,-1.70"
RGD1562107,-0.9190393910992076,2,0,2,Down,"-0.70,-1.14"
FLT3,-0.9195567419683773,4,1,3,Down,"-0.37,0.95,-1.47,-3.14"
LNP,-0.9195901159186585,3,0,3,Down,"-0.59,-1.94,-0.92"
LFNG,-0.9199251298859927,4,1,3,Down,"-0.98,-6.56,-0.86,0.49"
EPHX1,-0.9209508212152749,4,1,3,Down,"-5.33,-0.08,3.89,-1.76"
ATF2,-0.9211741979022755,4,2,2,Down,"0.11,-1.96,-3.17,0.36"
KCNH4,-0.9212240622703546,4,1,3,Down,"0.32,-0.41,-4.94,-1.43"
MOK,-0.9213315339649233,4,0,4,Down,"-0.20,-0.25,-2.99,-1.59"
LPIN2,-0.9215343735473653,4,2,2,Down,"0.04,3.66,-1.89,-2.87"
LRFN4,-0.9216738724292525,4,1,3,Down,"-0.18,-1.66,-3.48,2.18"
LRIG2,-0.9217994781066702,2,1,1,Down,"1.17,-3.02"
BRSK2,-0.9219076113045999,2,1,1,Down,"-2.46,0.62"
GPR180,-0.9219506975405487,4,1,3,Down,"-2.89,-0.35,-1.49,0.85"
LRRC8A,-0.9221968289951242,4,1,3,Down,"2.09,-2.35,-1.48,-0.36"
DLG2,-0.9224160124432884,4,2,2,Down,"-2.01,0.17,-3.94,0.43"
GGPS1,-0.9225240980649725,4,1,3,Down,"-0.43,-1.41,-1.47,0.65"
RWDD3,-0.9229900197429775,3,0,3,Down,"-0.21,-0.92,-2.50"
DAB2IP,-0.9230216906156807,4,0,4,Down,"-0.41,-0.44,-5.18,-1.41"
LRCH2,-0.9237370867179061,4,2,2,Down,"0.24,0.12,-2.41,-1.97"
LOC102556290,-0.9238699590489334,2,1,1,Down,"-2.14,0.30"
TBC1D5,-0.923988692135451,2,0,2,Down,"-0.88,-0.96"
LOC100910970,-0.9244938013292977,2,1,1,Down,"-2.06,0.21"
APEG3,-0.924534457463687,2,1,1,Down,"-2.16,0.32"
TMEM126B,-0.9251094448485506,4,0,4,Down,"-0.21,-1.22,-0.97,-0.88"
YAF2,-0.9253971047107452,4,1,3,Down,"-1.01,-0.84,-3.74,0.79"
LOC102550385,-0.9254719727287256,2,1,1,Down,"-1.89,0.04"
LOC102546400,-0.9256446350174449,2,0,2,Down,"-1.73,-0.12"
RHBDL3,-0.9256475141078864,4,0,4,Down,"-0.59,-0.22,-1.26,-2.85"
DDT,-0.9257877021544847,4,0,4,Down,"-0.92,-2.59,-0.30,-0.93"
LOC102555876,-0.9265762403615947,2,0,2,Down,"-1.24,-0.61"
LOC100912318 /// MMP28,-0.9266621400278103,2,0,2,Down,"-0.62,-1.24"
CYB561D2,-0.9269399497812482,4,0,4,Down,"-0.95,-1.36,-0.48,-0.91"
RPL13P5,-0.9270072189600491,2,0,2,Down,"-0.94,-0.91"
ISCA2,-0.9283994365676527,2,0,2,Down,"-1.21,-0.65"
SLC25A46,-0.9285485216867978,4,2,2,Down,"0.02,0.42,-5.59,-1.88"
ZAP70,-0.9285866584465765,4,1,3,Down,"-0.12,-8.83,-1.74,0.84"
DNAJB13,-0.9287769596037292,3,0,3,Down,"-0.47,-3.51,-0.93"
DAGLB,-0.9290337661809501,4,2,2,Down,"-1.87,0.01,5.14,-2.42"
TM2D2,-0.9292605647562102,4,1,3,Down,"-0.93,-2.51,-0.92,0.81"
SLC22A6,-0.9296927634279925,4,2,2,Down,"-2.49,0.63,2.47,-2.67"
RRNAD1,-0.930031390081994,3,1,2,Down,"0.67,-2.39,-0.93"
FAM210A,-0.9304613804283596,4,1,3,Down,"-0.05,0.06,-3.62,-1.81"
PCDHB5,-0.930520358512866,2,0,2,Down,"-1.37,-0.49"
CRXOS1,-0.9312179157377631,2,0,2,Down,"-1.60,-0.26"
ZADH2,-0.9315770539453153,3,0,3,Down,"-0.37,-0.93,-4.23"
FDX1L,-0.9317158569834488,3,1,2,Down,"-0.93,-3.99,1.11"
ZNF83,-0.9322782500182537,2,1,1,Down,"-2.30,0.43"
UBR3,-0.932450169551151,4,1,3,Down,"-1.45,0.83,-1.78,-0.41"
DNAJB2,-0.9327913787577633,4,0,4,Down,"-0.63,-0.65,-2.49,-1.21"
LOC497934,-0.9330416769720495,2,0,2,Down,"-1.55,-0.32"
ADCY6,-0.9335854716974473,4,1,3,Down,"-0.97,2.02,-0.90,-1.33"
LOC100911034 /// NFS1,-0.934217848543663,2,0,2,Down,"-0.37,-1.50"
ENDOV,-0.9344587901143286,4,0,4,Down,"-1.04,-1.54,-0.83,-0.27"
CPZ,-0.9344871485554157,3,1,2,Down,"-0.93,2.50,-1.07"
SRRT,-0.9360991851090299,2,1,1,Down,"1.50,-3.37"
BCAT2,-0.936211466503912,4,2,2,Down,"0.21,-4.48,3.74,-2.08"
PRSS30,-0.9362565237382787,2,0,2,Down,"-1.72,-0.15"
LOC100910276 /// N4BP3,-0.9364849665123983,2,1,1,Down,"-2.24,0.36"
LAMP3,-0.9366024713135619,3,1,2,Down,"0.62,-1.36,-0.94"
CCDC66,-0.936624572855695,4,1,3,Down,"1.93,-6.51,-1.71,-0.16"
SELM,-0.9367737094039844,3,0,3,Down,"-1.50,-0.54,-0.94"
CYB561,-0.9372220663449512,4,1,3,Down,"-1.65,1.75,-3.23,-0.22"
SCMH1,-0.9374376970969935,4,1,3,Down,"0.54,-6.44,-1.34,-0.53"
HDGFRP2,-0.9374600252797414,3,1,2,Down,"-0.94,-1.07,0.20"
HNRNPD,-0.9376707606630972,2,0,2,Down,"-0.20,-1.67"
LOC100910786,-0.937671476909788,2,0,2,Down,"-0.70,-1.17"
STOX1,-0.9377604865707723,2,0,2,Down,"-0.79,-1.08"
QRFPR,-0.9381772694853936,2,0,2,Down,"-1.10,-0.77"
SLC5A11,-0.9385538629234245,4,0,4,Down,"-0.16,-0.13,-2.18,-1.72"
TNNI3,-0.9385991619658857,3,1,2,Down,"0.47,-1.67,-0.94"
COPE,-0.9391949665701178,4,2,2,Down,"-1.98,-2.44,3.88,0.10"
CABLES1,-0.9392171550590701,4,1,3,Down,"-1.95,0.99,-0.27,-1.60"
LOC102547298,-0.9393130035435984,2,0,2,Down,"-1.60,-0.27"
NFIB,-0.9404995391310154,4,1,3,Down,"-0.73,1.63,-2.30,-1.16"
CCDC101,-0.9406089466624665,3,0,3,Down,"-0.26,-4.14,-0.94"
MRPS34,-0.940660504894518,4,1,2,Down,"-0.00,-3.59,-1.88,3.95"
XYLT2,-0.9409252535827655,4,1,3,Down,"-0.67,-5.44,5.90,-1.21"
CNNM2,-0.9409259660624025,4,1,3,Down,"-0.09,1.56,-4.25,-1.79"
SLC38A11,-0.9410521501820485,2,0,2,Down,"-0.74,-1.14"
LOC691170,-0.9410973303884086,2,1,1,Down,"0.85,-2.73"
MPC2,-0.9411967824837119,4,2,2,Down,"-1.96,0.08,-2.55,0.27"
FAM109A,-0.9417901211572726,3,1,2,Down,"1.08,-1.23,-0.94"
DUSP26,-0.9422678450382741,2,1,1,Down,"-3.72,1.84"
HADHA,-0.9423445008195666,4,1,3,Down,"-0.35,-1.54,4.14,-1.58"
RGD1309594,-0.9424904840009701,2,0,2,Down,"-0.42,-1.46"
PDZD11,-0.9425939435789923,4,1,3,Down,"-1.32,-0.63,0.37,-1.26"
FAM160A2,-0.9427181847031803,3,0,3,Down,"-0.17,-4.36,-0.94"
LOC102548586,-0.9436684650206757,2,0,2,Down,"-1.48,-0.41"
SLC2A8,-0.9440808060213095,4,1,3,Down,"-1.33,-1.34,0.61,-0.55"
SYNRG,-0.9446952706113081,4,1,3,Down,"-1.36,-0.85,-1.04,0.31"
LOC102553932,-0.9450355004303499,2,0,2,Down,"-1.62,-0.27"
MAPK10,-0.9455635378937465,3,0,3,Down,"-2.16,-0.47,-0.95"
RGD1306926,-0.9455776568231977,2,0,2,Down,"-1.32,-0.57"
CARKD,-0.945777772527255,3,1,2,Down,"-2.18,-0.95,0.99"
LOC102557092,-0.9472715158800066,2,0,2,Down,"-1.57,-0.33"
LPPR5,-0.9473907003042598,3,0,3,Down,"-0.95,-3.25,-0.33"
RAE1,-0.9474864945523604,5,2,3,Down,"0.24,-1.57,-0.95,-2.04,1.01"
TRIM62,-0.9476026127865995,4,1,3,Down,"-0.28,0.93,-1.61,-1.75"
WWOX,-0.947764275459277,4,0,4,Down,"-0.12,-1.23,-1.00,-0.90"
UBAC1,-0.9480167092079683,4,0,4,Down,"-0.64,-0.78,-2.89,-1.11"
MOGS,-0.948528197555992,2,0,2,Down,"-0.57,-1.33"
KLHL15,-0.9486756360595606,4,2,2,Down,"0.46,3.59,-3.00,-2.36"
SNX21,-0.9489975615068635,4,1,3,Down,"-1.61,1.54,-2.67,-0.29"
COQ7,-0.9492019188636139,4,2,2,Down,"0.02,-3.36,-1.92,0.10"
ANKZF1,-0.9494833350327785,4,1,3,Down,"0.44,-0.74,-1.16,-1.18"
HAUS1,-0.9500214834155526,2,0,2,Down,"-0.43,-1.47"
TNRC18,-0.9501148010996232,3,1,2,Down,"0.15,-0.95,-1.28"
FBXW5,-0.9501839373768073,4,0,4,Down,"-2.64,-0.78,-0.51,-1.12"
SLC5A6,-0.9504474578788213,4,1,3,Down,"0.32,-2.00,-1.28,-0.62"
CCNA1,-0.9505286810002159,4,1,3,Down,"-0.24,1.17,-2.84,-1.66"
CCBL1,-0.9505541453619576,3,1,2,Down,"-0.95,0.05,-0.99"
TFB2M,-0.9510365819865504,4,2,2,Down,"0.10,-2.00,-2.87,0.19"
CADM4,-0.9510436635398912,4,1,3,Down,"-1.88,1.42,-2.10,-0.03"
SMIM19,-0.951210863005927,4,0,4,Down,"-1.03,-1.99,-0.20,-0.87"
RASGEF1B,-0.9515786850357847,4,1,3,Down,"0.47,-0.37,-3.89,-1.53"
LOC102549016,-0.9517479228662196,2,0,2,Down,"-0.26,-1.64"
TRIM17,-0.9519941900927579,4,1,3,Down,"1.31,-1.69,-2.56,-0.22"
MOCS2,-0.9522040494561272,4,0,4,Down,"-0.52,-4.68,-1.39,-0.06"
CCL27,-0.952789464185726,3,1,2,Down,"1.50,-3.38,-0.95"
ZMYM4,-0.952871273791338,4,2,2,Down,"0.20,0.66,-2.10,-2.94"
PRDM11,-0.952971408682862,4,1,3,Down,"-0.87,-1.04,-3.13,0.61"
ACD,-0.9530084502845412,4,0,4,Down,"-0.28,-0.34,-2.26,-1.56"
HIGD1A,-0.9530866658244093,4,1,3,Down,"-0.43,-1.47,-6.16,4.66"
CSMD3,-0.9536980111449833,2,1,1,Down,"-2.52,0.61"
DNAJC4,-0.9539097584463191,3,0,3,Down,"-0.57,-2.60,-0.95"
TMEM169,-0.9541919896743114,2,0,2,Down,"-1.68,-0.23"
GPR18,-0.9542379139329944,3,1,2,Down,"0.73,-8.33,-0.95"
CEP78,-0.9545363914987306,3,0,3,Down,"-0.09,-1.46,-0.95"
HAPLN1,-0.9545755919290473,4,1,3,Down,"-0.47,0.06,-1.44,-4.35"
GRK1,-0.9559232333390001,3,0,3,Down,"-0.96,-1.42,-0.50"
MRPS5,-0.9560492828567979,4,1,3,Down,"-1.06,-1.75,0.30,-0.85"
REEP5,-0.9560689451618666,4,2,2,Down,"-3.18,0.66,3.69,-2.57"
CDC26,-0.9561711060944258,4,1,3,Down,"0.12,-1.71,-1.05,-0.87"
COASY,-0.9566626703614765,4,1,3,Down,"-0.43,0.21,-1.48,-2.15"
GATA3,-0.9574342075024233,3,0,3,Down,"-3.86,-0.96,-0.92"
PCED1B,-0.9577406193192645,4,1,3,Down,"-0.25,-7.50,4.52,-1.67"
CST8,-0.9581027475408511,3,1,2,Down,"-0.96,-2.49,0.29"
TBC1D9B,-0.9583541379107221,4,0,4,Down,"-0.53,-0.74,-1.18,-1.19"
TSTD2,-0.9591774764793293,4,1,3,Down,"0.36,-1.44,-4.05,-0.48"
SCD,-0.959196042174109,3,1,2,Down,"0.22,-3.05,-0.96"
PRKRA,-0.9593793629441447,3,1,2,Down,"-0.96,7.24,-2.63"
TMUB1,-0.9596770905806118,4,1,3,Down,"-1.55,-2.44,-0.37,0.38"
ENOPH1,-0.9598619980908626,4,0,4,Down,"-0.88,-4.16,-1.04,-0.26"
RGD1310262,-0.9600353283782037,2,1,1,Down,"-2.28,0.36"
HIGD1B,-0.960127900515135,4,1,3,Down,"-1.47,-1.62,0.38,-0.45"
VTI1B,-0.9606319835546223,2,1,1,Down,"-3.68,1.76"
DLC1,-0.9606694040560565,4,2,2,Down,"0.04,0.37,-2.75,-1.96"
TSEN15,-0.9607501856986057,4,1,3,Down,"-0.39,-6.71,-1.53,3.47"
GRID1,-0.9609148770735969,4,1,3,Down,"-3.91,0.17,-1.42,-0.50"
SFXN3,-0.9610475735505677,4,2,2,Down,"-2.19,0.27,-2.76,0.47"
MUM1L1,-0.9610711977313929,3,0,3,Down,"-0.64,-0.96,-5.24"
METTL15,-0.9621714258324859,2,0,2,Down,"-0.33,-1.60"
MACROD1,-0.9623576383202486,4,0,4,Down,"-0.66,-0.07,-1.73,-1.26"
IFT20,-0.962421859392998,3,1,2,Down,"-2.65,-0.96,3.71"
STIP1,-0.9626295066923434,4,2,2,Down,"1.91,-3.83,-4.37,3.27"
RLTPR,-0.9628441414358484,3,0,3,Down,"-0.53,-3.03,-0.96"
LOC102552016 /// LRRC37A,-0.9638775995373561,2,1,1,Down,"-1.97,0.05"
FARS2,-0.9639433874071145,4,0,4,Down,"-1.29,-1.13,-0.80,-0.74"
ANKRD16,-0.9641478408317834,4,1,3,Down,"3.28,-5.64,-0.74,-1.19"
GREB1L,-0.9642178937734712,4,2,2,Down,"1.27,0.07,-2.00,-2.88"
DNAJC16,-0.9645077605821057,2,1,1,Down,"-2.04,0.11"
LOC102546975,-0.9648449829541649,2,0,2,Down,"-1.13,-0.80"
KRT222,-0.96520343453033,2,1,1,Down,"-2.03,0.10"
CSNK1E,-0.9662511269532882,4,2,2,Down,"0.01,-5.09,1.82,-1.94"
HTR5B,-0.9662554009926003,3,0,3,Down,"-0.23,-0.97,-3.50"
TENM3,-0.9676709889022589,4,0,4,Down,"-3.75,-0.32,-1.13,-0.80"
FAM159B,-0.9682630993220394,2,0,2,Down,"-1.17,-0.77"
LONRF2,-0.9683191934264188,2,0,2,Down,"-1.13,-0.80"
BRK1,-0.9686405546981653,4,2,2,Down,"-2.46,-2.16,0.22,1.34"
RGD1562465,-0.9688225317560111,2,1,1,Down,"0.68,-2.61"
CDC42SE2,-0.9689117377309601,2,0,2,Down,"-0.68,-1.26"
PPTC7,-0.969687931957671,4,0,4,Down,"-0.37,-0.18,-3.66,-1.57"
LOC499602,-0.9697502063052543,2,0,2,Down,"-1.26,-0.68"
CRH,-0.9698071178553715,4,1,3,Down,"-1.39,-0.55,-4.11,0.61"
COPS8,-0.9698564318491391,4,1,3,Down,"-0.18,-1.76,-3.76,0.99"
MTIF2,-0.9706328680888403,4,1,3,Down,"0.18,-1.35,-0.59,-1.90"
FBXO34,-0.9706375858193348,4,2,2,Down,"0.58,0.72,-4.36,-2.52"
IRAK1BP1,-0.9714628299185875,4,1,3,Down,"0.19,-0.88,-5.57,-1.06"
DPEP1,-0.9717976245532132,3,1,2,Down,"0.11,-1.67,-0.97"
FA2H,-0.971866866837975,4,1,3,Down,"-1.11,0.36,-1.34,-0.84"
PPP2R5D,-0.9719092322748892,2,0,2,Down,"-0.76,-1.18"
MIER2,-0.9720385530951288,4,1,3,Down,"-0.96,2.22,-3.10,-0.99"
RMND1,-0.9724348080612724,4,1,3,Down,"-0.08,0.21,-2.16,-1.87"
ARL10,-0.9727670335782554,4,0,4,Down,"-0.42,-0.71,-1.32,-1.23"
AP2B1 /// LOC100912146,-0.9728792747295532,2,1,1,Down,"-3.71,1.76"
CHST5,-0.9730835432565375,4,0,4,Down,"-0.61,-0.45,-1.34,-1.71"
LOC102553190,-0.9731128669270224,2,0,2,Down,"-1.68,-0.26"
TIMMDC1,-0.973390310284781,4,0,4,Down,"-0.91,-3.44,-1.03,-0.70"
RXRG,-0.9734201309929835,4,1,3,Down,"-1.49,2.00,-0.46,-5.82"
ERCC8,-0.9737141977322481,4,1,3,Down,"0.41,-1.78,-2.71,-0.17"
DCM5,-0.9741300013766432,2,1,1,Down,"-3.24,1.29"
NDUFAF7,-0.9743397138632471,4,2,2,Down,"-2.50,0.55,-2.58,1.37"
MEPCE,-0.9748519474561521,2,0,2,Down,"-1.08,-0.86"
RTF1,-0.974964214016532,4,1,3,Down,"-0.72,1.11,-3.89,-1.23"
KLHL34,-0.9751128136122563,2,0,2,Down,"-0.09,-1.86"
ZC3H6,-0.976588505163513,4,1,3,Down,"-0.62,1.10,-1.34,-3.68"
PTGDR,-0.9771249248006412,2,1,1,Down,"1.71,-3.66"
HPS4,-0.9781091480996209,4,0,4,Down,"-0.09,-1.84,-0.82,-1.14"
LOC171161,-0.9781692287452161,2,0,2,Down,"-1.31,-0.65"
VPS16,-0.9782259908578272,4,1,3,Down,"-1.76,0.80,-0.20,-2.41"
RAD52,-0.9783540276765922,4,2,2,Down,"0.43,-2.00,0.05,-3.37"
FAM133B,-0.9785502097145137,2,1,1,Down,"1.25,-3.21"
SIRPA,-0.9786273437510988,4,2,2,Down,"-3.26,1.30,3.00,-3.82"
ATP6V1B2,-0.9798396121619657,4,1,3,Down,"-1.31,4.66,-3.87,-0.65"
CD40LG,-0.9800242724768451,3,0,3,Down,"-5.73,-0.68,-0.98"
ARMC10,-0.9802203316903416,4,0,4,Down,"-0.25,-1.34,-0.62,-1.35"
LOC102557165,-0.9804671139045411,2,0,2,Down,"-1.55,-0.41"
COMMD7,-0.9805384879997978,4,1,3,Down,"-1.44,-5.97,2.22,-0.52"
LOC679346,-0.980683553297139,2,0,2,Down,"-0.47,-1.49"
CACNG7,-0.9809483511078312,4,1,3,Down,"-1.78,-0.18,-1.97,0.55"
BSDC1,-0.9810294467936679,4,2,2,Down,"0.52,-3.98,-2.12,0.16"
VPS39,-0.9810738324372175,4,1,3,Down,"-1.00,0.21,-0.96,-1.90"
COX17,-0.9816045126114741,4,1,3,Down,"-0.83,-5.09,-1.13,1.35"
ANKDD1A,-0.9821841533383648,4,0,4,Down,"-0.53,-1.67,-1.44,-0.14"
PSD3,-0.9825032266849487,4,1,3,Down,"-0.98,1.07,-2.68,-0.98"
EIF2B4,-0.9826301138039215,4,2,2,Down,"0.22,-2.77,-2.19,1.21"
ADH1C,-0.9827910288663453,2,0,2,Down,"-1.93,-0.04"
DEFAL1,-0.982912636254609,2,0,2,Down,"-1.37,-0.59"
UBTD2,-0.9830394664033206,4,1,3,Down,"-0.38,-1.58,-1.85,3.47"
LOC102552020,-0.9832301095596911,2,0,2,Down,"-0.58,-1.38"
ATP8A2,-0.984188976629965,2,0,2,Down,"-1.71,-0.26"
PCDHB15,-0.9849750730834236,2,0,2,Down,"-1.30,-0.67"
MESP1,-0.9850165996321213,3,0,3,Down,"-1.95,-0.99,-0.29"
SPOP,-0.9850813710069056,4,1,3,Down,"-1.80,-0.17,-2.09,0.65"
UBA3,-0.9850838268232268,4,1,3,Down,"-0.99,0.87,-0.98,-1.62"
SLC6A3,-0.9858599954451993,3,1,2,Down,"0.86,-1.58,-0.99"
SGCD,-0.9866031153542164,2,1,1,Down,"0.03,-2.01"
ABCB8,-0.9871278627250808,4,2,2,Down,"-2.12,0.37,-2.02,0.05"
LOC100363171,-0.9872579577303746,2,0,2,Down,"-1.85,-0.12"
CD2,-0.9873938188625573,3,0,3,Down,"-8.72,-0.99,-0.05"
SPARCL1,-0.9875796016881816,4,1,3,Down,"-0.87,0.66,-1.10,-3.71"
SZT2,-0.9876990385936351,4,1,3,Down,"1.11,-0.87,-1.11,-3.04"
URM1,-0.987868905168937,4,0,4,Down,"-0.42,-6.91,-1.56,-0.09"
CKB,-0.9882338005757378,4,0,4,Down,"-4.08,-0.62,-0.12,-1.36"
MYOM3,-0.9887923109571641,2,1,1,Down,"-2.11,0.13"
DNAJC30,-0.9898791044716408,4,0,4,Down,"-0.99,-8.43,-0.48,-0.99"
LOC102549110,-0.9903923581197267,2,0,2,Down,"-1.46,-0.52"
SUPT5H,-0.9907056216578702,3,0,3,Down,"-0.41,-1.87,-0.99"
PIGT,-0.9907312785953779,4,1,3,Down,"-1.02,-0.98,3.64,-1.00"
SPECC1L,-0.9908869209691418,4,1,3,Down,"0.28,-0.63,-1.35,-2.45"
WNT2,-0.9910919323983838,4,2,2,Down,"-2.92,0.16,-2.14,3.20"
LOC690826 /// PCDHB17,-0.9912583749784758,2,0,2,Down,"-0.99,-1.00"
PLEKHA8,-0.9918351310256979,4,2,2,Down,"0.32,0.98,-2.31,-4.02"
DNLZ,-0.9920487509000726,4,1,3,Down,"-1.23,-3.46,-0.76,2.81"
PTBP2,-0.9920855982671976,4,2,2,Down,"0.26,0.20,-3.17,-2.18"
CAMKK1,-0.9928922218510146,4,1,3,Down,"-1.44,0.51,-3.63,-0.55"
TMEM199,-0.992894447798677,3,0,3,Down,"-0.99,-2.14,-0.66"
ZBTB48,-0.9929210635877541,4,1,3,Down,"1.40,-0.98,-2.53,-1.01"
CYP2B12,-0.9930417742130323,2,0,2,Down,"-1.11,-0.87"
SRI,-0.9930966268822389,4,1,3,Down,"-0.21,-1.78,7.20,-1.92"
SMS,-0.9933801269361854,4,2,2,Down,"-3.33,0.03,-2.02,1.51"
KLF16,-0.9937904694432088,5,0,5,Down,"-0.99,-0.05,-0.59,-4.07,-3.52"
RUNDC1,-0.9939296093643706,4,1,3,Down,"-0.46,4.11,-4.81,-1.53"
CYCS /// LOC100363502 /// LOC679794,-0.9939347766308353,2,1,1,Down,"-4.74,2.75"
ADO,-0.9940027511874325,4,1,3,Down,"-1.39,-0.60,-2.63,0.50"
CIPC,-0.9941199263895001,4,1,3,Down,"0.16,-0.53,-4.90,-1.46"
LOC100910561,-0.9941540366574878,2,1,1,Down,"-2.03,0.04"
PEX14,-0.9945597433505274,4,0,4,Down,"-0.67,-0.59,-2.79,-1.32"
DPY19L3,-0.9952053340496804,4,1,3,Down,"-0.29,0.36,-1.70,-3.99"
LOC102554214,-0.9959021753714841,2,0,2,Down,"-1.91,-0.08"
DAPK2,-0.9963559570091702,4,1,3,Down,"-1.55,2.07,-1.11,-0.88"
LHFPL4,-0.9969416065218657,4,1,3,Down,"-2.52,-0.42,-1.57,2.04"
SPPL3,-0.9973129630960564,4,1,3,Down,"-0.87,0.02,-2.07,-1.12"
RYR3,-0.997404955617928,4,0,4,Down,"-0.32,-0.04,-3.36,-1.68"
SV2B,-0.9976012171872455,4,2,2,Down,"-2.10,0.10,-2.27,0.62"
ERBB4,-0.9976036187658133,4,0,4,Down,"-0.92,-0.35,-1.47,-1.07"
TTI1,-0.9981594464806749,4,0,4,Down,"-0.87,-2.73,-0.66,-1.13"
TERF2,-0.9984724647225062,4,1,3,Down,"0.51,-1.01,-2.23,-0.99"
RALBP1,-0.9985378818430564,4,1,3,Down,"-1.31,5.87,-0.69,-2.24"
CCDC126 /// LOC100363180,-0.9989995365320166,2,0,2,Down,"-1.24,-0.75"
RIN1,-0.9992975359444187,2,1,1,Down,"-2.16,0.16"
NKD1,-0.9996517634036388,4,0,4,Down,"-0.29,-1.29,-0.71,-1.81"
RGD1308147,-0.9999145560565789,2,0,2,Down,"-1.78,-0.22"
TCERG1,-0.9999642900583583,4,2,2,Down,"0.79,-4.81,-2.79,3.70"
NME7,-1.0001447407625221,4,0,4,Down,"-1.45,-1.67,-0.34,-0.55"
SNX14,-1.0003026360282723,4,1,3,Down,"-1.84,0.50,-0.16,-2.24"
RGMA,-1.000472477397376,4,1,3,Down,"-1.06,1.94,-0.94,-2.24"
PLD3,-1.000518566925073,4,2,2,Down,"-9.91,0.94,0.26,-2.26"
LOC302999,-1.0006234003726,2,0,2,Down,"-0.00,-2.00"
SNAPC4,-1.0007132015196374,4,1,3,Down,"4.82,-0.55,-2.56,-1.45"
LOC100912695,-1.0009869486794072,2,1,1,Down,"-2.57,0.57"
CRYBA2,-1.0012024939154924,3,0,3,Down,"-1.00,-1.74,-0.61"
NDUFV3,-1.0017393043411127,4,1,3,Down,"-1.93,-0.08,-3.22,0.57"
CDH24,-1.0017978516474422,2,0,2,Down,"-0.83,-1.17"
CYTH3,-1.0020322224624834,4,0,4,Down,"-0.38,-1.09,-0.91,-3.27"
WDR90,-1.0021507989692238,2,0,2,Down,"-0.08,-1.92"
SIK3,-1.0024458473456512,4,1,3,Down,"-0.36,3.68,-2.42,-1.65"
SWSAP1,-1.0029845128593278,4,1,3,Down,"-1.25,0.21,-2.41,-0.76"
TBR1,-1.0030562174190545,4,1,3,Down,"-1.68,1.52,-0.33,-1.93"
ACOT8,-1.0035275354435345,4,2,2,Down,"0.00,-2.01,-2.64,0.06"
CCDC181,-1.0036085959612278,4,0,4,Down,"-1.26,-0.56,-3.07,-0.75"
UPK2,-1.0036948511883623,3,1,2,Down,"0.23,-1.86,-1.00"
PCDHGC4,-1.0044344270079937,2,1,1,Down,"-2.87,0.86"
LOC100125365,-1.0047093356200016,2,1,1,Down,"0.59,-2.60"
LOC102552820,-1.0048664235612474,2,1,1,Down,"-2.95,0.94"
RGD1563441,-1.004918139324874,2,1,1,Down,"-3.03,1.02"
MOGAT2,-1.0053282182219552,3,0,3,Down,"-0.63,-1.01,-2.80"
EPHA6,-1.0056236719332003,4,1,3,Down,"-4.85,0.90,-1.57,-0.44"
SRPK3,-1.0062050167366756,4,2,2,Down,"0.81,0.30,-2.31,-2.51"
JAKMIP2,-1.0068401154516016,2,0,2,Down,"-0.88,-1.13"
LOC680415,-1.0073404998637017,2,0,2,Down,"-1.69,-0.33"
MRPL51,-1.0074005771887318,4,0,4,Down,"-0.73,-5.23,-1.28,-0.58"
CYP11B1 /// CYP11B3 /// LOC100910462,-1.0077453332757227,2,1,1,Down,"-2.27,0.26"
CACNA2D2,-1.007916938670531,2,0,2,Down,"-1.07,-0.95"
AMOT,-1.0080934324735786,4,1,3,Down,"0.56,-0.10,-1.91,-4.32"
